"Total Nacional","Comunidades y Ciudades Autónomas","Grupos de usuarios e importe","periodo","Total"
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2011,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2010,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2009,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2008,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2007,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2006,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2005,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2004,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2003,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2002,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2001,".."
"Total Nacional","07 Castilla y León","Longitud de la red de suministro (km)",2000,".."
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2020,"143.427"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2018,"143.020"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2016,"149.899"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2014,"147.301"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2013,"160.503"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2012,"150.879"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2011,"156.224"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2010,"142.725"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2009,"149.213"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2008,"158.675"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2007,"163.626"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2006,"168.806"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2005,"173.256"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2004,"168.897"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2003,"175.685"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2002,"159.438"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2001,"172.358"
"Total Nacional","08 Castilla - La Mancha","Volumen total de agua registrada y distribuida por tipo de usuario",2000,"172.367"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2020,"34.868"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2018,"25.640"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2016,"31.402"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2014,"35.120"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2013,"35.319"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2012,"24.977"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2011,"26.344"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2010,"18.869"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2009,"29.380"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2008,"30.055"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2007,"30.900"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2006,"32.738"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2005,"28.614"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2004,"26.659"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2003,"30.188"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2002,"21.890"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2001,"17.367"
"Total Nacional","08 Castilla - La Mancha","- Sectores económicos",2000,"26.240"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2020,"93.902"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2018,"99.940"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2016,"95.378"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2014,"94.482"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2013,"106.503"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2012,"108.939"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2011,"116.529"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2010,"113.038"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2009,"107.545"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2008,"111.701"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2007,"114.730"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2006,"117.099"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2005,"120.222"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2004,"120.840"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2003,"121.778"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2002,"120.259"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2001,"128.203"
"Total Nacional","08 Castilla - La Mancha","- Hogares",2000,"118.712"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2020,"14.657"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2018,"17.440"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2016,"23.119"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2014,"17.699"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2013,"18.681"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2012,"16.963"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2011,"13.351"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2010,"10.818"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2009,"12.288"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2008,"16.919"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2007,"17.996"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2006,"18.969"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2005,"24.420"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2004,"21.398"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2003,"23.719"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2002,"17.289"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2001,"26.788"
"Total Nacional","08 Castilla - La Mancha","- Consumos municipales",2000,"27.415"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2020,"123.243"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2018,"112.312"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2016,"119.582"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2014,"120.677"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2013,"126.227"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2012,"128.757"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2011,"121.092"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2010,"120.066"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2009,"109.479"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2008,"101.983"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2007,"94.891"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2006,"89.115"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2005,"84.836"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2004,"80.015"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2003,"73.788"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2002,"62.016"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2001,"63.309"
"Total Nacional","08 Castilla - La Mancha","Importe facturado por el agua suministrada",2000,"60.931"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2020,"2.397"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2018,"2.041"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2016,"4.693"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2014,"7.196"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2013,"5.124"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2012,"5.856"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2011,"4.553"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2010,"11.090"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2009,"8.728"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2008,"8.283"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2007,"16.905"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2006,"5.440"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2005,"4.898"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2004,"4.267"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2003,"3.905"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2002,"3.981"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2001,"7.321"
"Total Nacional","08 Castilla - La Mancha","Importe total de la inversión en los servicios de suministro",2000,"13.631"
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2020,"13.944"
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2018,"14.584"
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2016,"13.697"
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2014,"13.895"
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2013,"15.190"
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2012,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2011,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2010,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2009,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2008,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2007,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2006,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2005,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2004,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2003,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2002,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2001,".."
"Total Nacional","08 Castilla - La Mancha","Longitud de la red de suministro (km)",2000,".."
"Total Nacional","09 Cataluña","Volumen total de agua registrada y distribuida por tipo de usuario",2020,"454.227"
"Total Nacional","09 Cataluña","Volumen total de agua registrada y distribuida por tipo de usuario",2018,"467.324"
